n,event type,t,r,theta,phi,pr,ptheta,pphi,beta,E,dE,
2001,collision,999.3844,1.0000,75.3103,103.6665,-0.4335,0.1201,-0.0355,-33.9756,-0.0435,-2.18e-9,
2002,ptheta = 0,999.7791,1.1393,76.4423,99.8683,0.3116,0.0000,-0.0008,-40.8265,-0.0435,-8.26e-8,
2003,pphi = 0,999.7891,1.1424,76.4417,99.8661,0.3092,-0.0027,0.0000,-40.8271,-0.0435,-8.73e-8,
2004,beta = 0,1001.1191,1.3920,70.8789,126.1419,0.0846,-0.2042,0.0514,0.0000,-0.0435,-5.23e-7,
2005,pr = 0,1001.7791,1.4194,66.8312,144.2595,0.0000,-0.2089,0.0399,27.9889,-0.0435,-4.47e-7,
2006,pphi = 0,1002.6091,1.3815,62.3894,154.6451,-0.0899,-0.1530,0.0000,48.5449,-0.0435,-5.72e-7,
2007,collision,1004.2591,1.0000,57.8585,101.6913,-0.5011,-0.0489,-0.1053,5.3204,-0.0435,-2.08e-9,
2008,beta = 0,1004.3593,1.0459,57.5634,95.7578,0.4407,-0.0620,-0.1063,0.0000,-0.0435,-9.07e-7,
2009,pphi = 0,1006.2093,1.3565,42.8834,31.5693,0.0111,-0.4001,0.0000,-36.2223,-0.0435,-7.83e-7,
2010,pr = 0,1006.2893,1.3569,41.8004,31.7011,0.0000,-0.4138,0.0053,-34.1866,-0.0435,-6.68e-7,
2011,beta = 0,1007.1493,1.3025,28.8540,44.2564,-0.1363,-0.5126,0.0369,0.0000,-0.0435,-1.12e-6,
2012,pphi = 0,1007.8693,1.1471,15.0768,54.5853,-0.3123,-0.4882,0.0000,31.8373,-0.0435,-2.28e-6,
2013,collision,1008.2393,1.0000,6.5577,48.6705,-0.4763,-0.4085,-0.0601,38.8232,-0.0435,-2.00e-9,
2014,theta = 0,1008.6034,1.1371,0.0000,29.7956,0.2947,-0.3259,-0.1173,29.7956,-0.0435,-4.24e-7,
2015,phi = 0,1009.0034,1.2193,-4.8191,0.0000,0.1296,-0.2843,-0.1434,7.2330,-0.0435,-3.85e-8,
2016,beta = 0,1009.1034,1.2310,-5.9912,-8.9950,0.0864,-0.2810,-0.1447,-0.0000,-0.0435,-2.02e-6,
2017,pr = 0,1009.3334,1.2408,-8.4073,-27.7554,0.0000,-0.2852,-0.1394,-15.1217,-0.0435,-2.96e-6,
2018,pphi = 0,1010.4434,1.0453,-25.3232,-80.2949,-0.3486,-0.4635,0.0000,-41.6604,-0.0435,-4.90e-7,
2019,collision,1010.5634,1.0000,-28.4789,-79.5393,-0.4020,-0.4885,0.0218,-35.8847,-0.0435,-2.17e-9,
2020,beta = 0,1011.0841,1.1517,-41.2817,-64.9821,0.2041,-0.5037,0.0619,-0.0001,-0.0435,-4.21e-6,
2021,pphi = 0,1012.0541,1.2437,-57.2058,-43.7947,0.0132,-0.3088,0.0000,51.2232,-0.0435,-1.46e-6,
2022,pr = 0,1012.1641,1.2444,-58.3389,-44.0793,0.0000,-0.2833,-0.0096,53.2946,-0.0435,-4.71e-7,
2023,ptheta = 0,1013.2841,1.1472,-64.3543,-83.3055,-0.2083,0.0000,-0.1072,27.2120,-0.0435,-2.46e-6,
2024,beta = 0,1013.6641,1.0396,-63.5888,-108.7816,-0.3679,0.0756,-0.1212,-0.0000,-0.0435,-4.08e-6,
2025,collision,1013.7541,1.0000,-63.1377,-115.7010,-0.4255,0.0873,-0.1198,-7.9335,-0.0435,-2.25e-9,
2026,ptheta = 0,1014.6808,1.2249,-60.4469,-160.8136,0.1343,0.0000,-0.0424,-58.9596,-0.0435,-1.51e-6,
2027,pphi = 0,1015.1108,1.2703,-61.0326,-165.9581,0.0803,-0.0749,0.0000,-62.8360,-0.0435,-1.36e-6,
2028,pr = 0,1015.7708,1.2982,-63.9174,-154.8602,0.0000,-0.1696,0.0553,-45.3360,-0.0435,-2.37e-7,
2029,beta = 0,1016.5508,1.2470,-69.0921,-121.7109,-0.1427,-0.1888,0.0847,-0.0000,-0.0435,-1.85e-6,
2030,ptheta = 0,1017.4108,1.0293,-73.2378,-87.5624,-0.3782,0.0000,0.0363,44.6108,-0.0435,-2.78e-7,
2031,collision,1017.4808,1.0000,-73.1738,-86.2050,-0.4060,0.0309,0.0268,45.8019,-0.0435,-2.27e-9,
2032,pphi = 0,1017.7155,1.0826,-72.2850,-84.5470,0.3325,0.1176,0.0000,45.1653,-0.0435,-2.48e-6,
2033,beta = 0,1018.7655,1.3097,-62.4823,-106.3063,0.1144,0.3240,-0.0537,-0.0000,-0.0435,-2.32e-7,
2034,pr = 0,1019.5355,1.3514,-54.3135,-126.2831,0.0000,0.3234,-0.0297,-37.1252,-0.0435,-8.52e-7,
2035,pphi = 0,1019.9655,1.3400,-50.1348,-130.1381,-0.0521,0.2869,0.0000,-49.0930,-0.0435,-2.53e-7,
2036,collision,1021.5955,1.0000,-37.8135,-62.7801,-0.5224,0.1592,0.1336,-3.7589,-0.0435,-2.09e-9,
2037,beta = 0,1021.6722,1.0305,-37.2603,-58.0847,0.4751,0.1666,0.1342,-0.0000,-0.0435,-1.17e-6,
2038,phi = 0,1022.5922,1.2669,-27.8645,0.0000,0.1114,0.3397,0.0701,42.6714,-0.0435,-1.49e-6,
2039,pr = 0,1023.2722,1.3028,-18.3365,13.6717,0.0000,0.4707,0.0005,41.4173,-0.0435,-2.44e-7,
2040,pphi = 0,1023.2822,1.3028,-18.2594,13.6718,-0.0007,0.4716,0.0000,41.2986,-0.0435,-1.91e-6,
2041,phi = 0,1024.0622,1.2496,-3.9783,0.0000,-0.1480,0.5646,-0.0511,5.9699,-0.0435,-2.98e-6,
2042,beta = 0,1024.1622,1.2340,-1.9271,-2.8909,-0.1726,0.5666,-0.0520,-0.0000,-0.0435,-2.61e-6,
2043,theta = 0,1024.2522,1.2176,0.0000,-5.5366,-0.1965,0.5656,-0.0512,-5.5366,-0.0435,-2.29e-6,
2044,pphi = 0,1024.8322,1.0504,13.6173,-16.4816,-0.3949,0.4777,0.0000,-37.0051,-0.0435,-4.43e-6,
2045,collision,1024.9422,1.0000,16.5898,-15.7398,-0.4532,0.4377,0.0226,-40.8021,-0.0435,-2.14e-9,
2046,phi = 0,1025.3937,1.1565,24.5179,0.0000,0.2706,0.3016,0.0956,-37.3646,-0.0435,-4.01e-7,
2047,beta = 0,1026.0637,1.2600,30.7744,47.3556,0.0385,0.1987,0.1362,0.0000,-0.0435,-3.58e-6,
2048,pr = 0,1026.1737,1.2622,31.5902,56.3621,0.0000,0.1934,0.1350,7.6799,-0.0435,-1.06e-6,
2049,pphi = 0,1027.4337,1.0269,44.3900,116.8226,-0.3747,0.3416,0.0000,46.3526,-0.0435,-3.88e-6,
2050,collision,1027.4937,1.0000,45.7359,116.5796,-0.4032,0.3565,-0.0124,43.6853,-0.0435,-2.23e-9,
2051,beta = 0,1028.1871,1.1940,58.2311,97.1484,0.1800,0.3827,-0.0655,0.0000,-0.0435,-5.21e-7,
2052,pr = 0,1029.2771,1.2782,69.9778,69.5423,0.0000,0.1815,-0.0101,-54.3501,-0.0435,-1.05e-6,
2053,pphi = 0,1029.4171,1.2772,70.7544,69.1543,-0.0145,0.1513,0.0000,-56.6750,-0.0435,-1.22e-7,
2054,ptheta = 0,1030.0571,1.2443,72.5006,78.4659,-0.0912,0.0000,0.0503,-51.8003,-0.0435,-1.35e-6,
2055,beta = 0,1030.9671,1.0749,68.4562,120.1620,-0.3211,-0.1877,0.0987,0.0000,-0.0435,-3.52e-6,
2056,collision,1031.1671,1.0000,66.3263,131.4990,-0.4180,-0.2015,0.0934,16.4183,-0.0435,-2.29e-9,
2057,pphi = 0,1032.1576,1.2534,59.6074,159.3086,0.1572,-0.0728,0.0000,59.2542,-0.0435,-8.21e-7,
2058,ptheta = 0,1032.6576,1.3154,59.0003,152.8784,0.0937,-0.0000,-0.0439,54.1125,-0.0435,-1.26e-6,
2059,pr = 0,1033.2776,1.3459,59.6137,129.6157,0.0000,0.0528,-0.0834,29.5480,-0.0435,-1.36e-6,
2060,beta = 0,1033.7976,1.3197,60.5170,102.0052,-0.1033,0.0449,-0.0958,0.0000,-0.0435,-8.02e-8,
2061,ptheta = 0,1034.1876,1.2627,60.8502,81.2316,-0.1918,0.0000,-0.0882,-21.4945,-0.0435,-1.08e-6,
2062,collision,1035.0376,1.0000,56.7050,53.2083,-0.4503,-0.2396,-0.0107,-40.7795,-0.0435,-2.25e-9,
2063,pphi = 0,1035.1205,1.0329,55.6311,52.9812,0.4171,-0.2707,0.0000,-38.8197,-0.0435,-3.72e-6,
2064,beta = 0,1035.9205,1.2639,43.0252,68.0423,0.1857,-0.4403,0.0485,0.0000,-0.0435,-1.74e-6,
2065,pphi = 0,1036.9205,1.3584,28.5918,85.7838,0.0186,-0.4136,0.0000,41.9481,-0.0435,-1.18e-6,
2066,pr = 0,1037.0605,1.3598,26.7791,85.2950,0.0000,-0.3991,-0.0120,44.3536,-0.0435,-1.03e-6,
2067,beta = 0,1038.6505,1.1217,9.5291,14.3269,-0.4082,-0.2681,-0.1252,0.0000,-0.0435,-1.18e-6,
2068,phi = 0,1038.8505,1.0259,6.7839,0.0000,-0.5458,-0.2815,-0.1201,-10.1878,-0.0435,-1.45e-6,
2069,collision,1038.8805,1.0000,6.0556,-3.1249,-0.5848,-0.2870,-0.1173,-12.2167,-0.0435,-2.00e-9,
2070,theta = 0,1039.3002,1.1822,0.0000,-26.5437,0.3477,-0.3422,-0.0833,-26.5437,-0.0435,-1.63e-7,
2071,pphi = 0,1040.3802,1.4093,-14.4453,-50.2259,0.1134,-0.4559,0.0000,-28.4413,-0.0435,-6.70e-7,
2072,pr = 0,1041.2102,1.4561,-25.3238,-42.2513,0.0000,-0.4745,0.0264,-3.6159,-0.0435,-3.98e-7,
2073,beta = 0,1041.3202,1.4554,-26.6255,-40.6973,-0.0136,-0.4715,0.0268,-0.0000,-0.0435,-6.96e-8,
2074,pphi = 0,1042.2802,1.3795,-38.4917,-30.9451,-0.1452,-0.3867,0.0000,29.2295,-0.0435,-6.93e-7,
2075,collision,1043.6102,1.0000,-51.4294,-65.4478,-0.5237,-0.1056,-0.0970,18.0692,-0.0435,-2.22e-9,
2076,beta = 0,1043.9503,1.1438,-52.5749,-85.7347,0.3428,-0.0389,-0.1085,-0.0000,-0.0435,-1.67e-6,
2077,pphi = 0,1045.7103,1.3671,-56.2878,-149.8413,0.0005,-0.1520,0.0000,-56.7067,-0.0435,-9.06e-7,
2078,pr = 0,1045.7203,1.3671,-56.3088,-149.8413,0.0000,-0.1526,0.0003,-56.6636,-0.0435,-2.59e-7,
2079,beta = 0,1047.1303,1.2414,-66.0340,-114.3959,-0.2100,-0.2240,0.0703,-0.0000,-0.0435,-2.57e-7,
2080,collision,1047.8803,1.0000,-71.3316,-89.1807,-0.4478,-0.0570,0.0303,38.1026,-0.0435,-2.33e-9,
2081,ptheta = 0,1048.0439,1.0639,-71.5648,-87.2778,0.3885,0.0000,0.0134,40.5967,-0.0435,-1.14e-6,
2082,pphi = 0,1048.1839,1.1151,-71.4124,-86.7519,0.3457,0.0449,0.0000,40.7361,-0.0435,-1.25e-6,
2083,beta = 0,1049.3839,1.3797,-64.3972,-110.6153,0.1156,0.2466,-0.0512,-0.0000,-0.0435,-3.61e-7,
2084,pr = 0,1050.2839,1.4290,-57.8396,-132.9355,0.0000,0.2458,-0.0286,-36.6040,-0.0435,-6.23e-7,
2085,pphi = 0,1050.8039,1.4145,-54.4629,-137.4158,-0.0547,0.2095,0.0000,-47.9604,-0.0435,-3.45e-7,
2086,beta = 0,1052.6439,1.0397,-45.8152,-73.0380,-0.4948,0.1223,0.1092,-0.0000,-0.0435,3.61e-8,
2087,collision,1052.7139,1.0000,-45.2771,-68.2816,-0.5489,0.1349,0.1086,3.7829,-0.0435,-2.16e-9,
2088,pphi = 0,1054.4640,1.4085,-27.4680,-10.5317,0.0671,0.4341,0.0000,31.5067,-0.0435,-8.06e-7,
2089,pr = 0,1054.9640,1.4256,-20.8408,-14.1838,0.0000,0.4865,-0.0232,17.4337,-0.0435,-5.70e-7,
2090,beta = 0,1055.4240,1.4106,-14.3405,-21.6249,-0.0666,0.5104,-0.0311,-0.0000,-0.0435,-1.04e-6,
2091,pphi = 0,1056.2640,1.2962,-1.3509,-31.6620,-0.2125,0.4743,0.0000,-29.6356,-0.0435,-1.46e-6,
2092,theta = 0,1056.3440,1.2778,0.0000,-31.5070,-0.2300,0.4644,0.0066,-31.5070,-0.0435,-8.53e-7,
2093,collision,1057.1340,1.0000,13.3958,-8.8506,-0.5339,0.3050,0.1030,-29.0371,-0.0435,-2.10e-9,
2094,phi = 0,1057.2767,1.0665,15.5085,0.0000,0.4391,0.2706,0.1210,-23.4074,-0.0435,-5.59e-6,
2095,beta = 0,1057.6667,1.1954,19.6871,29.8299,0.2359,0.2221,0.1401,0.0000,-0.0435,-4.40e-6,
2096,pr = 0,1058.3867,1.2713,25.7661,81.3394,0.0000,0.2570,0.0977,42.0047,-0.0435,-2.63e-6,
2097,pphi = 0,1059.2067,1.2072,35.3728,105.1450,-0.1482,0.3833,-0.0000,50.2286,-0.0435,-2.40e-6,
2098,collision,1060.0167,1.0000,51.6095,84.3157,-0.4057,0.4306,-0.0725,0.4518,-0.0435,-2.34e-9,
2099,beta = 0,1060.0352,1.0020,51.7342,84.1045,0.4029,0.4298,-0.0725,0.0002,-0.0435,-5.93e-6,
2100,pphi = 0,1061.0352,1.2395,65.8901,59.9026,0.1339,0.1781,0.0000,-54.1572,-0.0435,-3.87e-7,
2101,ptheta = 0,1061.8352,1.3056,68.3120,74.3447,0.0317,0.0000,0.0606,-45.4683,-0.0435,-4.76e-7,
2102,pr = 0,1062.0452,1.3090,68.1706,82.3644,0.0000,-0.0398,0.0729,-37.1069,-0.0435,-8.86e-8,
2103,beta = 0,1062.6952,1.2694,66.1440,114.6531,-0.1276,-0.1282,0.0925,0.0000,-0.0435,-9.38e-7,
2104,collision,1063.7152,1.0000,61.1290,155.1379,-0.4208,-0.0453,0.0162,51.8062,-0.0435,-2.29e-9,
2105,pphi = 0,1063.8227,1.0401,60.9515,155.5914,0.3841,-0.0195,0.0000,52.6455,-0.0435,-3.34e-7,
2106,ptheta = 0,1063.9127,1.0707,60.9105,155.2990,0.3577,0.0000,-0.0122,52.4421,-0.0435,-1.97e-6,
2107,beta = 0,1065.1227,1.3253,64.1443,110.0394,0.0794,0.0862,-0.0905,0.0000,-0.0435,-4.64e-7,
2108,pr = 0,1065.5427,1.3418,65.0497,88.7242,0.0000,0.0422,-0.0830,-23.3873,-0.0435,-1.32e-6,
2109,ptheta = 0,1065.8127,1.3354,65.2404,76.5542,-0.0454,0.0000,-0.0713,-35.9971,-0.0435,-9.80e-7,
2110,pphi = 0,1066.7927,1.2212,61.8188,54.6938,-0.1873,-0.2096,0.0000,-50.1470,-0.0435,-8.35e-7,
2111,collision,1067.5827,1.0000,50.0461,71.1472,-0.4199,-0.4271,0.0676,-9.7298,-0.0435,-2.35e-9,
2112,beta = 0,1067.7031,1.0449,47.2778,75.7101,0.3611,-0.4490,0.0699,0.0001,-0.0435,-6.40e-6,
2113,pphi = 0,1068.5531,1.2322,30.8238,96.7741,0.1214,-0.4019,-0.0000,49.3383,-0.0435,-2.10e-6,
2114,pr = 0,1069.2731,1.2775,21.8985,78.9147,0.0000,-0.2904,-0.0854,45.6521,-0.0435,-2.47e-6,
2115,beta = 0,1070.1031,1.1803,14.2290,21.4548,-0.2696,-0.2339,-0.1404,0.0000,-0.0435,-2.87e-6,
2116,phi = 0,1070.3831,1.0877,11.2781,0.0000,-0.4167,-0.2584,-0.1309,-16.9723,-0.0435,-1.64e-6,
2117,collision,1070.5531,1.0000,8.6277,-12.8247,-0.5457,-0.2946,-0.1112,-25.7908,-0.0435,-2.12e-9,
2118,theta = 0,1071.0971,1.2121,0.0000,-35.8255,0.2950,-0.4042,-0.0428,-35.8255,-0.0435,-8.09e-7,
2119,pphi = 0,1071.5671,1.3244,-7.2944,-41.2023,0.1893,-0.4656,-0.0000,-30.2458,-0.0435,-1.15e-6,
2120,beta = 0,1072.4471,1.4263,-20.1830,-30.5975,0.0470,-0.4946,0.0313,-0.0000,-0.0435,-9.52e-7,
2121,pr = 0,1072.7771,1.4340,-24.6986,-24.9042,0.0000,-0.4779,0.0274,12.7451,-0.0435,-7.58e-7,
2122,pphi = 0,1073.4371,1.4048,-33.0606,-19.0191,-0.0875,-0.4095,0.0000,32.0692,-0.0435,-2.24e-7,
2123,collision,1075.0771,1.0000,-48.5706,-70.8434,-0.5390,-0.1045,-0.1070,7.2609,-0.0435,-2.25e-9,
2124,beta = 0,1075.2228,1.0675,-49.2445,-79.3653,0.4494,-0.0804,-0.1091,-0.0000,-0.0435,-9.41e-7,
2125,pphi = 0,1077.0128,1.4007,-55.2559,-142.9304,0.0458,-0.1779,0.0000,-51.8865,-0.0435,-7.28e-7,
2126,pr = 0,1077.4528,1.4110,-57.7924,-139.3529,0.0000,-0.2161,0.0273,-43.1197,-0.0435,-1.43e-7,
2127,beta = 0,1078.4728,1.3463,-64.8343,-111.6158,-0.1378,-0.2293,0.0589,-0.0000,-0.0435,-9.27e-7,
2128,ptheta = 0,1079.6428,1.0459,-70.9655,-84.8480,-0.4045,0.0000,-0.0009,41.5117,-0.0435,-3.96e-7,
2129,pphi = 0,1079.6428,1.0491,-70.9648,-84.8462,-0.4016,-0.0029,0.0000,41.5118,-0.0435,-9.39e-7,
2130,collision,1079.7428,1.0000,-70.8415,-85.2881,-0.4470,0.0422,-0.0136,40.7600,-0.0435,-2.40e-9,
2131,beta = 0,1080.6702,1.2762,-64.4639,-110.7676,0.1863,0.2445,-0.0646,-0.0000,-0.0435,-1.38e-6,
2132,pr = 0,1081.9602,1.3814,-54.6850,-142.9118,0.0000,0.1962,-0.0072,-53.0130,-0.0435,-6.74e-7,
2133,pphi = 0,1082.0602,1.3809,-54.1179,-143.1155,-0.0100,0.1856,0.0000,-54.3463,-0.0435,-8.35e-7,
2134,beta = 0,1083.8502,1.1269,-48.1277,-77.2806,-0.3754,0.0771,0.1111,-0.0000,-0.0435,-1.64e-7,
2135,collision,1084.1202,1.0000,-46.6976,-59.8131,-0.5396,0.1299,0.1027,14.8324,-0.0435,-2.26e-9,
2136,pphi = 0,1085.5516,1.3958,-31.8786,-19.8426,0.1291,0.4105,0.0000,29.3098,-0.0435,-4.45e-7,
2137,pr = 0,1086.5016,1.4567,-19.8435,-29.6041,0.0000,0.4866,-0.0275,0.4677,-0.0435,-3.48e-7,
2138,beta = 0,1086.5216,1.4567,-19.6731,-29.8083,-0.0018,0.4870,-0.0275,-0.0000,-0.0435,-4.54e-7,
2139,pphi = 0,1087.4416,1.3963,-7.2956,-39.4629,-0.1313,0.4625,0.0000,-28.5047,-0.0435,-9.20e-7,
2140,theta = 0,1087.9716,1.3027,0.0000,-33.9595,-0.2247,0.4077,0.0383,-33.9595,-0.0435,-4.36e-7,
2141,phi = 0,1088.7716,1.0264,11.3193,0.0000,-0.5396,0.2845,0.1122,-17.0347,-0.0435,1.92e-6,
2142,collision,1088.8016,1.0000,12.0596,3.0986,-0.5785,0.2761,0.1163,-15.0582,-0.0435,-2.13e-9,
2143,beta = 0,1089.1105,1.1378,15.8263,23.8933,0.3791,0.2449,0.1276,0.0000,-0.0435,-2.22e-6,
2144,pr = 0,1090.5705,1.3464,30.1934,94.9292,0.0000,0.3592,0.0217,48.5145,-0.0435,-6.84e-7,
2145,pphi = 0,1090.8205,1.3426,33.0554,96.4200,-0.0309,0.3861,0.0000,45.3401,-0.0435,-4.75e-7,
2146,beta = 0,1091.8405,1.2297,47.5676,76.2441,-0.2098,0.4175,-0.0543,0.0001,-0.0435,-2.28e-6,
2147,collision,1092.5605,1.0000,59.0191,59.7483,-0.4453,0.2467,-0.0080,-39.0572,-0.0435,-2.41e-9,
2148,pphi = 0,1092.6225,1.0250,59.7782,59.6180,0.4202,0.2228,0.0000,-40.8007,-0.0435,-1.35e-6,
2149,ptheta = 0,1093.4225,1.2641,63.3769,78.4489,0.2054,0.0000,0.0721,-29.8554,-0.0435,-3.93e-7,
2150,beta = 0,1094.0125,1.3497,62.5462,106.4480,0.0850,-0.0739,0.0873,0.0000,-0.0435,-1.42e-6,
2151,pr = 0,1094.4925,1.3695,61.3357,129.5344,0.0000,-0.0833,0.0783,25.7521,-0.0435,-9.34e-7,
2152,ptheta = 0,1095.4325,1.3051,59.8475,157.8126,-0.1299,0.0000,0.0192,57.2457,-0.0435,-1.26e-6,
2153,pphi = 0,1095.6525,1.2735,59.9681,159.0360,-0.1578,0.0321,0.0000,58.2109,-0.0435,-1.27e-6,
2154,collision,1096.6925,1.0000,65.1544,129.0958,-0.4342,0.1631,-0.0963,16.7430,-0.0435,-2.42e-9,
2155,beta = 0,1096.9126,1.0824,66.9651,116.5877,0.3278,0.1481,-0.1022,0.0000,-0.0435,-2.58e-6,
2156,ptheta = 0,1097.6726,1.2393,69.6252,78.1021,0.1171,-0.0000,-0.0664,-44.9183,-0.0435,-1.42e-6,
2157,pphi = 0,1098.5326,1.2885,66.6240,61.5240,0.0061,-0.1972,0.0000,-54.2572,-0.0435,-3.02e-7,
2158,pr = 0,1098.5926,1.2887,66.2415,61.5897,0.0000,-0.2093,0.0042,-53.2919,-0.0435,-1.23e-6,
2159,beta = 0,1099.7026,1.2009,53.2306,87.0174,-0.1834,-0.4124,0.0622,0.0000,-0.0435,-1.54e-6,
2160,collision,1100.3926,1.0000,39.7065,105.0271,-0.4150,-0.3848,0.0062,42.7722,-0.0435,-2.36e-9,
2161,pphi = 0,1100.4393,1.0135,38.9917,105.0851,0.4001,-0.3776,0.0000,44.0567,-0.0435,-3.69e-6,
2162,pr = 0,1101.6893,1.2603,24.3274,42.8831,0.0000,-0.2252,-0.1381,5.8183,-0.0435,-1.67e-6,
2163,beta = 0,1101.7693,1.2590,23.6119,35.9411,-0.0302,-0.2284,-0.1388,0.0000,-0.0435,-2.00e-6,
2164,phi = 0,1102.2493,1.2049,19.1516,0.0000,-0.1974,-0.2825,-0.1178,-29.0025,-0.0435,-5.02e-6,
2165,collision,1102.8893,1.0000,8.2544,-28.0582,-0.4550,-0.4530,-0.0202,-40.4613,-0.0435,-2.29e-9,
2166,pphi = 0,1102.9997,1.0445,5.5786,-28.6389,0.4028,-0.4858,0.0000,-37.0134,-0.0435,-6.02e-6,
2167,theta = 0,1103.2197,1.1242,0.0000,-26.4725,0.3123,-0.5343,0.0311,-26.4725,-0.0435,-3.34e-6,
2168,beta = 0,1103.6597,1.2301,-9.9772,-15.0039,0.1777,-0.5610,0.0526,-0.0000,-0.0435,-2.99e-6,
2169,phi = 0,1104.2797,1.2964,-21.7565,0.0000,0.0474,-0.4984,0.0243,33.0414,-0.0435,-1.75e-6,
2170,pphi = 0,1104.5597,1.3035,-26.2450,1.9929,0.0041,-0.4504,0.0000,42.0863,-0.0435,-1.37e-6,
2171,pr = 0,1104.5897,1.3035,-26.6758,1.9714,0.0000,-0.4451,-0.0027,42.7487,-0.0435,-6.81e-7,
2172,phi = 0,1104.8297,1.2994,-30.1159,0.0000,-0.0347,-0.3987,-0.0261,46.2894,-0.0435,-1.25e-6,
2173,beta = 0,1106.1997,1.0414,-43.5153,-68.9108,-0.4505,-0.1282,-0.1299,-0.0000,-0.0435,-1.96e-6,
2174,collision,1106.2697,1.0000,-44.0955,-75.3039,-0.5126,-0.1174,-0.1289,-5.3602,-0.0435,-2.31e-9,
2175,pphi = 0,1107.8879,1.3459,-53.5762,-138.3837,0.0664,-0.2440,0.0000,-50.6862,-0.0435,-5.86e-7,
2176,pr = 0,1108.4579,1.3650,-58.3067,-132.1258,0.0000,-0.2906,0.0363,-34.8192,-0.0435,-9.29e-7,
2177,beta = 0,1109.1779,1.3292,-64.9800,-111.9509,-0.1042,-0.2887,0.0556,-0.0000,-0.0435,-8.19e-7,
2178,pphi = 0,1110.3079,1.0938,-73.6080,-87.7082,-0.3274,-0.0758,0.0000,45.4303,-0.0435,-1.85e-6,
2179,ptheta = 0,1110.5179,1.0195,-74.0154,-89.0444,-0.3916,0.0000,-0.0233,45.1623,-0.0435,-2.02e-6,
2180,collision,1110.5579,1.0000,-73.9881,-89.7782,-0.4100,0.0202,-0.0294,44.3567,-0.0435,-2.47e-9,
2181,beta = 0,1111.4210,1.2355,-68.7725,-120.9304,0.1634,0.2174,-0.0800,-0.0000,-0.0435,-1.73e-6,
2182,pr = 0,1112.3610,1.3046,-61.7119,-156.0713,0.0000,0.1813,-0.0383,-51.4654,-0.0435,-1.38e-6,
2183,pphi = 0,1112.8210,1.2926,-59.3897,-161.2287,-0.0513,0.1167,0.0000,-61.6376,-0.0435,-5.30e-7,
2184,ptheta = 0,1113.5610,1.2210,-57.8866,-146.3258,-0.1526,0.0000,0.0708,-49.8964,-0.0435,-1.25e-6,
2185,collision,1114.3510,1.0000,-59.1065,-98.8442,-0.4560,-0.0260,0.1227,0.1463,-0.0435,-2.43e-9,
2186,beta = 0,1114.3602,1.0009,-59.1035,-98.9841,0.2610,-0.0263,0.1227,-0.0000,-0.1128,-6.93e-2,
2187,ptheta = 0,1114.5002,1.0571,-59.2088,-89.2029,0.3740,0.0000,0.1202,10.0042,-0.0435,-1.76e-6,
2188,pphi = 0,1116.0002,1.2881,-49.3725,-33.2179,0.0230,0.3519,0.0000,46.3879,-0.0435,-2.67e-7,
2189,pr = 0,1116.1802,1.2901,-47.1817,-33.9243,-0.0000,0.3877,-0.0142,41.6090,-0.0435,-7.82e-7,
2190,beta = 0,1116.9902,1.2348,-33.8818,-52.4415,-0.1490,0.5115,-0.0541,-0.0000,-0.0435,-6.19e-7,
2191,pphi = 0,1117.7002,1.0602,-18.5350,-67.4706,-0.3625,0.4707,0.0000,-39.4192,-0.0435,-5.05e-6,
2192,collision,1117.8402,1.0000,-14.8219,-66.2230,-0.4314,0.4320,0.0300,-43.8640,-0.0435,-2.35e-9,
2193,theta = 0,1118.8792,1.2245,0.0000,-2.3683,0.0167,0.2648,0.1512,-2.3683,-0.0435,-2.15e-6,
2194,phi = 0,1118.8992,1.2248,0.2762,0.0000,0.0056,0.2646,0.1514,-0.4143,-0.0435,-3.07e-6,
2195,beta = 0,1118.9092,1.2248,0.3347,0.5021,0.0032,0.2646,0.1514,0.0000,-0.0435,-5.50e-6,
2196,pr = 0,1118.9192,1.2249,0.4153,1.1930,0.0000,0.2646,0.1514,0.5701,-0.0435,-3.80e-6,
2197,collision,1119.9692,1.0000,15.8191,67.8012,-0.4282,0.4348,0.0268,43.9189,-0.0435,-2.36e-9,
2198,pphi = 0,1120.1187,1.0534,19.1282,68.7908,0.3670,0.4692,0.0000,39.8244,-0.0435,-5.96e-6,
2199,beta = 0,1120.8187,1.2293,34.5439,53.5377,0.1508,0.5105,-0.0552,0.0000,-0.0435,-1.26e-6,
2200,pr = 0,1121.6487,1.2853,47.9333,34.6429,0.0000,0.3833,-0.0142,-42.2773,-0.0435,-2.23e-7,
2201,pphi = 0,1121.8187,1.2834,50.0885,33.9431,-0.0228,0.3473,0.0000,-47.0144,-0.0435,-1.46e-7,
2202,ptheta = 0,1123.2687,1.0672,59.5793,87.5820,-0.3553,0.0000,0.1196,-12.4125,-0.0435,-5.96e-7,
2203,collision,1123.4287,1.0000,59.4245,99.2867,-0.4520,-0.0325,0.1233,-0.3784,-0.0435,-2.46e-9,
2204,beta = 0,1123.4456,1.0023,59.4149,99.6446,0.4486,-0.0333,0.1233,0.0000,-0.0435,-3.89e-6,
2205,ptheta = 0,1124.2856,1.2235,57.9653,148.5221,0.1418,0.0000,0.0673,51.9288,-0.0435,-1.45e-6,
2206,pphi = 0,1124.9756,1.2866,59.3313,161.7826,0.0492,0.1123,0.0000,62.3156,-0.0435,-9.37e-7,
